iter,games,net,AspirationDelta,AspirationWidenPct,RfpMargin,RfpMaxDepth,LmrMinDepth,LmrMinMoveIndex,LmrDepth6At,LmrDeepAt,HistoryBonusMultPct
2105,16,+0.1875,116.30,147.71,90.24,8.63,2.24,3.43,4.26,9.27,100.88
2106,16,-0.2500,116.20,147.76,90.20,8.64,2.24,3.44,4.25,9.28,100.92
2107,16,-0.1250,116.25,147.79,90.18,8.64,2.24,3.44,4.25,9.28,100.94
2108,16,-0.3125,116.12,147.85,90.13,8.65,2.25,3.44,4.24,9.27,100.99
2109,16,+0.1250,116.17,147.88,90.15,8.64,2.25,3.44,4.23,9.26,101.01
2110,16,-0.2500,116.27,147.93,90.11,8.63,2.26,3.43,4.24,9.27,101.05
2111,16,-0.3750,116.12,147.85,90.05,8.62,2.27,3.42,4.26,9.26,101.11
2112,16,+0.3750,115.98,147.93,90.11,8.63,2.26,3.42,4.28,9.27,101.18
2113,16,+0.1250,115.93,147.95,90.13,8.63,2.26,3.41,4.28,9.27,101.20
2114,16,+0.0625,115.90,147.94,90.14,8.62,2.26,3.42,4.28,9.26,101.19
2115,16,-0.1875,115.83,147.90,90.11,8.63,2.27,3.41,4.27,9.27,101.22
2116,16,-0.0625,115.85,147.92,90.10,8.64,2.26,3.41,4.27,9.27,101.23
2117,16,+0.2500,115.76,147.97,90.14,8.62,2.27,3.41,4.28,9.26,101.27
2118,16,+0.1875,115.83,148.01,90.11,8.62,2.27,3.40,4.28,9.26,101.24
2119,16,-0.1250,115.88,147.98,90.13,8.61,2.28,3.40,4.28,9.25,101.22
2120,16,+0.0625,115.90,147.97,90.12,8.61,2.28,3.41,4.28,9.25,101.23
2121,16,-0.1875,115.98,148.01,90.09,8.61,2.28,3.40,4.29,9.25,101.26
2122,16,+0.1250,116.03,148.03,90.07,8.60,2.28,3.40,4.29,9.25,101.28
2123,16,-0.1250,115.98,148.06,90.05,8.61,2.28,3.41,4.29,9.26,101.30
2124,16,+0.0625,115.95,148.04,90.04,8.61,2.28,3.41,4.29,9.26,101.31
2125,16,-0.1250,115.90,148.07,90.02,8.61,2.28,3.41,4.29,9.26,101.29
2126,16,+0.0625,115.88,148.06,90.03,8.62,2.28,3.41,4.30,9.26,101.28
2127,16,-0.0625,115.90,148.04,90.04,8.62,2.28,3.41,4.30,9.26,101.29
2128,16,+0.1250,115.85,148.02,90.06,8.61,2.28,3.41,4.29,9.26,101.27
2129,16,+0.0000,115.85,148.02,90.06,8.61,2.28,3.41,4.29,9.26,101.27
2130,16,-0.1875,115.93,147.98,90.09,8.61,2.28,3.41,4.30,9.26,101.24
2131,16,+0.3125,116.05,148.04,90.04,8.59,2.28,3.41,4.31,9.27,101.29
2132,16,-0.3750,115.90,148.12,90.10,8.58,2.29,3.41,4.33,9.28,101.35
2133,16,+0.0625,115.88,148.13,90.11,8.58,2.29,3.41,4.33,9.28,101.34
2134,16,-0.1250,115.83,148.11,90.09,8.57,2.29,3.40,4.33,9.29,101.36
2135,16,+0.2500,115.73,148.06,90.05,8.58,2.30,3.41,4.34,9.28,101.32
2136,16,-0.1250,115.78,148.08,90.03,8.59,2.30,3.41,4.34,9.28,101.30
2137,16,-0.0625,115.76,148.07,90.02,8.59,2.30,3.41,4.33,9.28,101.31
2138,16,-0.2500,115.66,148.02,89.98,8.60,2.31,3.42,4.32,9.27,101.35
2139,16,-0.2500,115.76,148.07,89.93,8.61,2.30,3.42,4.31,9.28,101.39
2140,16,-0.1250,115.71,148.04,89.91,8.60,2.30,3.42,4.31,9.28,101.41
2141,16,+0.3125,115.83,147.98,89.96,8.62,2.31,3.41,4.32,9.27,101.36
2142,16,+0.2500,115.73,147.93,89.92,8.61,2.30,3.41,4.31,9.28,101.32
2143,16,+0.1250,115.68,147.90,89.94,8.61,2.31,3.40,4.31,9.28,101.30
2144,16,+0.0625,115.71,147.92,89.93,8.61,2.31,3.40,4.31,9.27,101.29
2145,16,+0.0625,115.73,147.90,89.94,8.62,2.31,3.40,4.31,9.28,101.30
2146,16,-0.1875,115.80,147.87,89.91,8.61,2.31,3.40,4.31,9.28,101.27
2147,16,+0.0625,115.78,147.88,89.92,8.61,2.31,3.40,4.32,9.28,101.28
2148,16,-0.1250,115.73,147.90,89.90,8.62,2.32,3.40,4.31,9.29,101.30
2149,16,+0.0000,115.73,147.90,89.90,8.62,2.32,3.40,4.31,9.29,101.30
2150,16,-0.1250,115.68,147.88,89.88,8.62,2.31,3.39,4.31,9.28,101.28
2151,16,-0.1875,115.61,147.84,89.91,8.63,2.31,3.40,4.31,9.29,101.25
2152,16,+0.1875,115.68,147.80,89.94,8.62,2.31,3.40,4.32,9.28,101.28
2153,16,+0.0625,115.66,147.79,89.93,8.62,2.32,3.40,4.32,9.28,101.29
2154,16,-0.1875,115.59,147.75,89.96,8.63,2.31,3.40,4.33,9.27,101.32
2155,16,-0.1250,115.63,147.78,89.94,8.63,2.31,3.40,4.34,9.28,101.30
2156,16,+0.0000,115.63,147.78,89.94,8.63,2.31,3.40,4.34,9.28,101.30
2157,16,+0.1875,115.71,147.81,89.97,8.62,2.31,3.41,4.33,9.28,101.27
2158,16,+0.0625,115.73,147.83,89.99,8.63,2.30,3.41,4.33,9.29,101.28
2159,16,-0.1875,115.66,147.87,89.95,8.63,2.31,3.40,4.34,9.29,101.25
2160,16,-0.1250,115.61,147.84,89.93,8.63,2.31,3.40,4.33,9.30,101.27
2161,16,+0.2500,115.51,147.89,89.97,8.62,2.32,3.41,4.35,9.29,101.31
2162,16,-0.0625,115.49,147.88,89.96,8.62,2.31,3.40,4.35,9.29,101.30
2163,16,+0.0000,115.49,147.88,89.96,8.62,2.31,3.40,4.35,9.29,101.30
2164,16,+0.0625,115.51,147.87,89.95,8.62,2.31,3.40,4.35,9.29,101.29
2165,16,+0.0000,115.51,147.87,89.95,8.62,2.31,3.40,4.35,9.29,101.29
2166,16,+0.1875,115.44,147.83,89.92,8.63,2.32,3.41,4.34,9.29,101.26
2167,16,+0.1875,115.37,147.87,89.89,8.62,2.32,3.40,4.35,9.28,101.29
2168,16,+0.1875,115.30,147.83,89.92,8.61,2.33,3.41,4.34,9.29,101.32
2169,16,+0.3750,115.44,147.75,89.86,8.60,2.32,3.41,4.35,9.30,101.38
2170,16,-0.0625,115.42,147.74,89.87,8.59,2.32,3.41,4.36,9.30,101.39
2171,16,-0.2500,115.51,147.69,89.83,8.58,2.32,3.42,4.37,9.31,101.43
2172,16,-0.1250,115.56,147.66,89.85,8.58,2.32,3.42,4.36,9.30,101.41
2173,16,+0.0625,115.54,147.67,89.86,8.58,2.32,3.42,4.36,9.30,101.40
2174,16,+0.1875,115.47,147.64,89.83,8.59,2.33,3.42,4.37,9.29,101.37
2175,16,-0.4375,115.30,147.73,89.76,8.57,2.34,3.42,4.38,9.28,101.44
2176,16,+0.0625,115.27,147.71,89.75,8.57,2.34,3.43,4.39,9.28,101.43
2177,16,+0.3125,115.15,147.78,89.80,8.56,2.33,3.42,4.40,9.27,101.48
2178,16,+0.0625,115.13,147.79,89.81,8.56,2.33,3.42,4.40,9.27,101.49
2179,16,-0.1875,115.05,147.75,89.78,8.56,2.33,3.42,4.41,9.26,101.46
2180,16,-0.1250,115.10,147.78,89.76,8.55,2.33,3.42,4.41,9.27,101.48
2181,16,+0.0000,115.10,147.78,89.76,8.55,2.33,3.42,4.41,9.27,101.48
2182,16,+0.3125,115.22,147.84,89.81,8.56,2.32,3.43,4.43,9.25,101.53
2183,16,-0.0625,115.20,147.85,89.82,8.57,2.32,3.43,4.43,9.26,101.52
2184,16,+0.0625,115.18,147.84,89.81,8.57,2.32,3.43,4.43,9.25,101.53
2185,16,+0.1875,115.25,147.80,89.78,8.58,2.32,3.42,4.44,9.25,101.56
2186,16,-0.1250,115.30,147.78,89.80,8.57,2.31,3.43,4.44,9.24,101.54
2187,16,-0.0625,115.32,147.76,89.81,8.57,2.31,3.43,4.44,9.24,101.55
2188,16,+0.0625,115.34,147.78,89.80,8.57,2.31,3.43,4.44,9.24,101.54
2189,16,+0.0000,115.34,147.78,89.80,8.57,2.31,3.43,4.44,9.24,101.54
2190,16,+0.0625,115.37,147.76,89.79,8.57,2.32,3.43,4.44,9.24,101.53
2191,16,-0.0625,115.39,147.75,89.80,8.57,2.32,3.43,4.44,9.24,101.52
2192,16,+0.1875,115.46,147.71,89.77,8.57,2.32,3.44,4.45,9.25,101.49
2193,16,+0.0625,115.44,147.73,89.78,8.57,2.32,3.43,4.45,9.25,101.48
2194,16,-0.2500,115.34,147.78,89.74,8.58,2.33,3.43,4.46,9.26,101.52
2195,16,-0.0625,115.37,147.79,89.73,8.58,2.32,3.43,4.46,9.25,101.51
2196,16,-0.0625,115.39,147.78,89.74,8.59,2.32,3.43,4.46,9.25,101.52
2197,16,+0.3125,115.27,147.71,89.79,8.60,2.32,3.44,4.47,9.26,101.47
2198,16,-0.0625,115.30,147.73,89.80,8.60,2.32,3.44,4.47,9.26,101.48
2199,16,+0.0625,115.27,147.71,89.79,8.60,2.32,3.44,4.47,9.26,101.47
2200,16,+0.2500,115.37,147.66,89.83,8.61,2.31,3.43,4.46,9.27,101.51
2201,16,+0.0000,115.37,147.66,89.83,8.61,2.31,3.43,4.46,9.27,101.51
2202,16,+0.1250,115.32,147.64,89.81,8.61,2.31,3.43,4.47,9.28,101.53
2203,16,+0.1250,115.37,147.66,89.79,8.60,2.31,3.43,4.47,9.27,101.55
2204,16,-0.0625,115.39,147.67,89.78,8.61,2.30,3.43,4.47,9.27,101.54
2205,16,+0.0000,115.39,147.67,89.78,8.61,2.30,3.43,4.47,9.27,101.54
2206,16,-0.0625,115.37,147.66,89.79,8.60,2.31,3.43,4.48,9.27,101.55
2207,16,-0.1875,115.30,147.62,89.82,8.60,2.31,3.43,4.48,9.26,101.58
2208,16,-0.2500,115.39,147.67,89.86,8.61,2.30,3.44,4.49,9.27,101.62
2209,16,+0.1250,115.34,147.70,89.88,8.60,2.30,3.43,4.50,9.27,101.64
2210,16,+0.1875,115.27,147.74,89.91,8.61,2.31,3.43,4.51,9.26,101.67
2211,16,-0.1875,115.34,147.70,89.94,8.60,2.30,3.43,4.51,9.25,101.70
2212,16,+0.1875,115.27,147.66,89.97,8.61,2.30,3.43,4.52,9.26,101.67
2213,16,+0.3750,115.42,147.74,89.91,8.62,2.29,3.44,4.54,9.27,101.61
2214,16,+0.3125,115.54,147.80,89.86,8.64,2.28,3.43,4.53,9.29,101.56
2215,16,-0.1250,115.58,147.83,89.84,8.63,2.28,3.43,4.52,9.28,101.54
2216,16,-0.0625,115.56,147.84,89.83,8.63,2.28,3.43,4.52,9.28,101.55
2217,16,-0.1875,115.63,147.80,89.86,8.64,2.29,3.43,4.51,9.27,101.58
2218,16,-0.1250,115.68,147.78,89.84,8.64,2.29,3.43,4.51,9.27,101.56
2219,16,+0.0625,115.66,147.76,89.83,8.64,2.29,3.43,4.51,9.27,101.55
2220,16,-0.0625,115.63,147.78,89.82,8.64,2.29,3.43,4.51,9.27,101.56
2221,16,-0.0625,115.61,147.79,89.81,8.64,2.29,3.43,4.51,9.27,101.57
2222,16,-0.1875,115.68,147.75,89.84,8.65,2.28,3.43,4.52,9.28,101.60
2223,16,+0.0000,115.68,147.75,89.84,8.65,2.28,3.43,4.52,9.28,101.60
2224,16,+0.4375,115.51,147.66,89.91,8.63,2.27,3.43,4.50,9.26,101.67
2225,16,+0.1875,115.44,147.70,89.88,8.64,2.28,3.42,4.49,9.27,101.64
2226,16,+0.0625,115.42,147.69,89.89,8.64,2.28,3.42,4.49,9.27,101.65
2227,16,-0.0625,115.39,147.68,89.88,8.64,2.28,3.42,4.49,9.27,101.64
2228,16,+0.1875,115.46,147.71,89.91,8.63,2.28,3.43,4.48,9.26,101.67
2229,16,-0.1250,115.42,147.74,89.93,8.63,2.28,3.43,4.49,9.27,101.69
2230,16,-0.2500,115.51,147.69,89.97,8.62,2.29,3.43,4.48,9.26,101.65
2231,16,+0.0000,115.51,147.69,89.97,8.62,2.29,3.43,4.48,9.26,101.65
2232,16,+0.1250,115.46,147.71,89.99,8.62,2.29,3.43,4.48,9.26,101.67
2233,16,+0.0000,115.46,147.71,89.99,8.62,2.29,3.43,4.48,9.26,101.67
2234,16,-0.0625,115.49,147.73,89.98,8.63,2.29,3.43,4.48,9.26,101.66
2235,16,+0.3750,115.63,147.80,89.92,8.61,2.30,3.42,4.47,9.25,101.72
2236,16,+0.0625,115.61,147.79,89.93,8.61,2.30,3.43,4.47,9.24,101.71
2237,16,-0.2500,115.70,147.84,89.89,8.62,2.29,3.43,4.46,9.23,101.67
2238,16,+0.0625,115.68,147.83,89.88,8.62,2.29,3.43,4.46,9.24,101.68
2239,16,-0.0625,115.65,147.84,89.89,8.62,2.29,3.43,4.46,9.23,101.67
2240,16,+0.0625,115.68,147.85,89.90,8.62,2.29,3.43,4.45,9.23,101.66
2241,16,-0.1250,115.63,147.83,89.88,8.63,2.29,3.43,4.45,9.23,101.68
2242,16,+0.0000,115.63,147.83,89.88,8.63,2.29,3.43,4.45,9.23,101.68
2243,16,+0.0000,115.63,147.83,89.88,8.63,2.29,3.43,4.45,9.23,101.68
2244,16,-0.0625,115.65,147.84,89.87,8.63,2.29,3.43,4.45,9.23,101.67
2245,16,-0.0625,115.68,147.83,89.88,8.63,2.29,3.43,4.45,9.23,101.66
2246,16,-0.2500,115.77,147.78,89.84,8.62,2.30,3.44,4.46,9.24,101.70
2247,16,+0.1250,115.73,147.75,89.86,8.63,2.30,3.43,4.46,9.24,101.68
2248,16,+0.0625,115.75,147.74,89.85,8.63,2.30,3.44,4.46,9.24,101.67
2249,16,+0.0625,115.77,147.73,89.86,8.63,2.30,3.43,4.46,9.24,101.66
2250,16,+0.0000,115.77,147.73,89.86,8.63,2.30,3.43,4.46,9.24,101.66
2251,16,+0.0625,115.75,147.71,89.87,8.63,2.30,3.44,4.46,9.24,101.67
2252,16,+0.5000,115.56,147.81,89.79,8.65,2.31,3.43,4.48,9.22,101.75
2253,16,-0.1875,115.49,147.78,89.76,8.66,2.31,3.43,4.49,9.21,101.72
2254,16,+0.0625,115.46,147.76,89.75,8.65,2.31,3.43,4.49,9.21,101.71
2255,16,-0.1875,115.54,147.80,89.72,8.65,2.31,3.43,4.48,9.22,101.68
2256,16,+0.0625,115.51,147.81,89.71,8.64,2.31,3.43,4.48,9.21,101.67
2257,16,-0.0625,115.54,147.83,89.72,8.65,2.31,3.43,4.48,9.21,101.68
2258,16,-0.2500,115.63,147.78,89.68,8.64,2.31,3.42,4.49,9.20,101.64
2259,16,+0.0000,115.63,147.78,89.68,8.64,2.31,3.42,4.49,9.20,101.64
2260,16,+0.0000,115.63,147.78,89.68,8.64,2.31,3.42,4.49,9.20,101.64
2261,16,-0.0625,115.61,147.79,89.69,8.63,2.32,3.43,4.49,9.20,101.63
2262,16,+0.0000,115.61,147.79,89.69,8.63,2.32,3.43,4.49,9.20,101.63
2263,16,-0.1250,115.65,147.76,89.67,8.64,2.32,3.43,4.50,9.20,101.61
2264,16,+0.0625,115.63,147.75,89.66,8.64,2.32,3.43,4.49,9.20,101.60
2265,16,+0.0000,115.63,147.75,89.66,8.64,2.32,3.43,4.49,9.20,101.60
2266,16,+0.0625,115.61,147.76,89.65,8.64,2.32,3.43,4.49,9.20,101.61
2267,16,+0.1250,115.56,147.79,89.63,8.63,2.31,3.43,4.49,9.19,101.63
2268,16,-0.3125,115.68,147.73,89.58,8.62,2.31,3.42,4.47,9.18,101.58
2269,16,+0.1250,115.73,147.75,89.56,8.62,2.31,3.42,4.48,9.19,101.60
2270,16,+0.1250,115.77,147.78,89.54,8.62,2.31,3.42,4.48,9.18,101.62
2271,16,-0.1250,115.73,147.75,89.52,8.63,2.31,3.42,4.48,9.18,101.64
2272,16,-0.0625,115.70,147.76,89.51,8.63,2.31,3.42,4.48,9.18,101.63
2273,16,+0.0000,115.70,147.76,89.51,8.63,2.31,3.42,4.48,9.18,101.63
2274,16,+0.0625,115.68,147.78,89.50,8.63,2.31,3.42,4.48,9.18,101.64
2275,16,-0.0625,115.65,147.76,89.49,8.63,2.31,3.42,4.48,9.18,101.65
2276,16,+0.1875,115.73,147.73,89.46,8.64,2.31,3.41,4.48,9.18,101.68
2277,16,+0.1250,115.77,147.70,89.48,8.63,2.31,3.41,4.48,9.17,101.66
2278,16,-0.1250,115.82,147.73,89.50,8.64,2.31,3.41,4.48,9.17,101.64
2279,16,+0.1250,115.87,147.75,89.52,8.63,2.31,3.41,4.48,9.17,101.66
2280,16,+0.1250,115.91,147.73,89.50,8.63,2.32,3.41,4.48,9.18,101.64
2281,16,+0.1250,115.96,147.70,89.52,8.62,2.31,3.41,4.48,9.17,101.66
2282,16,+0.0625,115.94,147.69,89.53,8.62,2.32,3.41,4.48,9.17,101.67
2283,16,-0.1250,115.99,147.66,89.51,8.62,2.31,3.41,4.48,9.18,101.65
2284,16,-0.1875,115.91,147.63,89.48,8.62,2.32,3.42,4.49,9.19,101.68
2285,16,+0.0625,115.94,147.61,89.49,8.62,2.32,3.42,4.49,9.19,101.69
2286,16,-0.1875,115.87,147.65,89.46,8.61,2.31,3.41,4.50,9.18,101.72
2287,16,+0.1875,115.80,147.61,89.49,8.62,2.31,3.42,4.51,9.19,101.75
2288,16,+0.1250,115.84,147.59,89.47,8.62,2.31,3.42,4.50,9.19,101.77
2289,16,-0.2500,115.75,147.64,89.43,8.61,2.32,3.42,4.49,9.18,101.81
2290,16,-0.1250,115.80,147.66,89.45,8.62,2.32,3.42,4.50,9.19,101.79
2291,16,-0.1250,115.84,147.69,89.43,8.62,2.32,3.42,4.49,9.19,101.77
2292,16,+0.1875,115.91,147.65,89.40,8.63,2.32,3.43,4.48,9.19,101.80
2293,16,+0.1875,115.98,147.69,89.37,8.64,2.32,3.43,4.49,9.19,101.77
2294,16,+0.0000,115.98,147.69,89.37,8.64,2.32,3.43,4.49,9.19,101.77
2295,16,+0.1875,116.06,147.73,89.34,8.63,2.31,3.43,4.48,9.19,101.80
2296,16,+0.0625,116.08,147.71,89.33,8.63,2.31,3.43,4.49,9.19,101.81
2297,16,+0.0625,116.10,147.70,89.32,8.63,2.31,3.43,4.49,9.19,101.80
2298,16,+0.1875,116.17,147.74,89.30,8.63,2.31,3.43,4.50,9.20,101.77
2299,16,+0.0625,116.15,147.75,89.29,8.63,2.31,3.43,4.49,9.20,101.78
2300,16,-0.0625,116.13,147.74,89.28,8.63,2.31,3.43,4.50,9.20,101.79
2301,16,+0.2500,116.22,147.69,89.31,8.62,2.31,3.43,4.49,9.19,101.83
2302,16,-0.2500,116.31,147.74,89.28,8.61,2.30,3.44,4.50,9.18,101.79
2303,16,-0.0625,116.34,147.75,89.27,8.61,2.30,3.44,4.50,9.18,101.80
2304,16,-0.2500,116.24,147.70,89.23,8.62,2.30,3.44,4.49,9.19,101.76
2305,16,+0.1250,116.20,147.73,89.25,8.63,2.30,3.44,4.48,9.20,101.78
2306,16,-0.0625,116.17,147.74,89.26,8.62,2.30,3.44,4.48,9.20,101.79
2307,16,-0.1875,116.10,147.70,89.23,8.62,2.30,3.44,4.47,9.21,101.76
2308,16,+0.0625,116.13,147.69,89.22,8.62,2.30,3.44,4.47,9.21,101.75
2309,16,+0.0000,116.13,147.69,89.22,8.62,2.30,3.44,4.47,9.21,101.75
2310,16,+0.1250,116.17,147.71,89.24,8.61,2.29,3.44,4.48,9.20,101.77
2311,16,+0.0000,116.17,147.71,89.24,8.61,2.29,3.44,4.48,9.20,101.77
2312,16,-0.1250,116.13,147.74,89.22,8.62,2.29,3.43,4.48,9.20,101.75
2313,16,-0.1250,116.08,147.71,89.24,8.61,2.29,3.44,4.49,9.19,101.77
2314,16,+0.1875,116.01,147.68,89.27,8.62,2.29,3.43,4.48,9.19,101.74
2315,16,+0.2500,116.10,147.63,89.23,8.63,2.30,3.43,4.49,9.18,101.70
2316,16,+0.0000,116.10,147.63,89.23,8.63,2.30,3.43,4.49,9.18,101.70
2317,16,-0.3125,115.99,147.69,89.28,8.62,2.29,3.42,4.48,9.19,101.65
2318,16,-0.4375,116.15,147.60,89.34,8.64,2.28,3.43,4.49,9.21,101.59
2319,16,+0.1875,116.08,147.57,89.31,8.64,2.29,3.43,4.49,9.21,101.56
2320,16,+0.0000,116.08,147.57,89.31,8.64,2.29,3.43,4.49,9.21,101.56
2321,16,+0.1875,116.15,147.60,89.29,8.65,2.29,3.44,4.49,9.21,101.53
2322,16,+0.3750,116.01,147.68,89.34,8.67,2.28,3.43,4.48,9.19,101.59
2323,16,+0.1250,116.06,147.65,89.32,8.67,2.29,3.43,4.47,9.20,101.57
2324,16,-0.0625,116.03,147.64,89.33,8.67,2.28,3.43,4.47,9.19,101.58
2325,16,-0.1250,115.99,147.61,89.35,8.66,2.28,3.43,4.48,9.19,101.60
2326,16,+0.0000,115.99,147.61,89.35,8.66,2.28,3.43,4.48,9.19,101.60
2327,16,+0.0000,115.99,147.61,89.35,8.66,2.28,3.43,4.48,9.19,101.60
2328,16,+0.0625,115.96,147.63,89.36,8.66,2.28,3.43,4.48,9.19,101.61
2329,16,+0.1875,115.89,147.66,89.33,8.65,2.29,3.43,4.47,9.19,101.58
2330,16,+0.0000,115.89,147.66,89.33,8.65,2.29,3.43,4.47,9.19,101.58
2331,16,+0.1875,115.96,147.70,89.30,8.65,2.29,3.42,4.48,9.20,101.55
2332,16,-0.2500,116.06,147.65,89.27,8.66,2.29,3.42,4.49,9.21,101.51
2333,16,-0.1250,116.10,147.63,89.29,8.65,2.28,3.41,4.49,9.21,101.53
2334,16,+0.0625,116.13,147.64,89.30,8.65,2.28,3.41,4.50,9.20,101.52
2335,16,-0.0625,116.10,147.65,89.29,8.65,2.28,3.41,4.50,9.20,101.51
2336,16,-0.0625,116.08,147.64,89.28,8.65,2.28,3.42,4.50,9.20,101.50
2337,16,-0.1250,116.03,147.61,89.26,8.65,2.28,3.41,4.50,9.19,101.52
2338,16,+0.1875,116.10,147.65,89.23,8.65,2.28,3.41,4.49,9.19,101.49
2339,16,+0.0625,116.08,147.66,89.22,8.64,2.28,3.41,4.49,9.19,101.50
2340,16,-0.3125,116.20,147.60,89.27,8.66,2.28,3.42,4.48,9.18,101.45
2341,16,-0.1250,116.15,147.58,89.29,8.66,2.28,3.42,4.48,9.17,101.47
2342,16,+0.1250,116.10,147.55,89.30,8.66,2.28,3.42,4.49,9.18,101.45
2343,16,-0.2500,116.20,147.60,89.34,8.65,2.29,3.41,4.50,9.17,101.49
2344,16,+0.0625,116.22,147.61,89.35,8.64,2.29,3.41,4.50,9.16,101.50
2345,16,-0.1875,116.15,147.65,89.38,8.64,2.29,3.41,4.49,9.16,101.47
2346,16,+0.1250,116.20,147.68,89.36,8.64,2.29,3.41,4.48,9.15,101.45
2347,16,-0.0625,116.22,147.66,89.37,8.64,2.29,3.41,4.49,9.15,101.44
2348,16,+0.0625,116.20,147.65,89.36,8.64,2.29,3.41,4.48,9.15,101.45
2349,16,-0.3125,116.08,147.71,89.31,8.65,2.29,3.41,4.50,9.14,101.50
2350,16,+0.0625,116.06,147.72,89.30,8.66,2.29,3.41,4.49,9.14,101.51
2351,16,-0.0625,116.03,147.74,89.30,8.66,2.29,3.41,4.50,9.14,101.52
2352,16,+0.0000,116.03,147.74,89.30,8.66,2.29,3.41,4.50,9.14,101.52
2353,16,+0.1250,115.99,147.71,89.28,8.65,2.29,3.41,4.50,9.15,101.54
2354,16,+0.0625,116.01,147.70,89.29,8.65,2.29,3.41,4.50,9.15,101.55
2355,16,+0.0000,116.01,147.70,89.29,8.65,2.29,3.41,4.50,9.15,101.55
2356,16,-0.0625,115.99,147.69,89.30,8.65,2.29,3.42,4.50,9.15,101.54
2357,16,+0.2500,116.08,147.64,89.26,8.66,2.29,3.42,4.51,9.14,101.58
2358,16,-0.2500,115.99,147.59,89.30,8.65,2.28,3.42,4.52,9.13,101.54
2359,16,+0.0625,115.96,147.58,89.29,8.65,2.28,3.41,4.52,9.12,101.53
2360,16,-0.0625,115.94,147.59,89.28,8.65,2.28,3.42,4.52,9.13,101.52
2361,16,+0.1875,116.01,147.55,89.30,8.64,2.28,3.42,4.51,9.13,101.49
2362,16,+0.1875,116.08,147.52,89.28,8.63,2.28,3.42,4.51,9.13,101.52
2363,16,+0.1875,116.01,147.48,89.30,8.63,2.28,3.42,4.50,9.12,101.49
2364,16,+0.1250,116.06,147.51,89.32,8.63,2.28,3.42,4.50,9.11,101.51
2365,16,-0.0625,116.08,147.52,89.31,8.63,2.28,3.42,4.50,9.11,101.52
2366,16,+0.1250,116.13,147.54,89.30,8.63,2.28,3.41,4.50,9.12,101.50
2367,16,-0.1250,116.08,147.52,89.31,8.64,2.27,3.41,4.50,9.11,101.48
2368,16,+0.2500,116.17,147.57,89.35,8.65,2.28,3.41,4.51,9.10,101.44
2369,16,+0.0625,116.20,147.55,89.34,8.65,2.28,3.41,4.51,9.10,101.43
2370,16,-0.0625,116.17,147.57,89.35,8.65,2.28,3.40,4.52,9.11,101.44
2371,16,+0.0625,116.15,147.55,89.36,8.65,2.28,3.40,4.52,9.11,101.45
2372,16,-0.1250,116.10,147.53,89.38,8.66,2.28,3.40,4.51,9.11,101.43
2373,16,-0.1875,116.03,147.57,89.35,8.66,2.29,3.40,4.51,9.11,101.40
2374,16,+0.4375,116.19,147.65,89.29,8.68,2.29,3.41,4.49,9.12,101.33
2375,16,+0.0000,116.19,147.65,89.29,8.68,2.29,3.41,4.49,9.12,101.33
2376,16,+0.0000,116.19,147.65,89.29,8.68,2.29,3.41,4.49,9.12,101.33
2377,16,-0.4375,116.03,147.57,89.22,8.70,2.30,3.41,4.47,9.14,101.40
2378,16,-0.1250,116.08,147.54,89.20,8.70,2.30,3.41,4.48,9.14,101.38
2379,16,+0.0625,116.06,147.53,89.21,8.70,2.30,3.41,4.48,9.13,101.37
2380,16,-0.0625,116.03,147.54,89.22,8.70,2.30,3.41,4.48,9.14,101.36
2381,16,+0.1250,115.99,147.52,89.24,8.71,2.30,3.41,4.48,9.13,101.34
2382,16,-0.2500,115.89,147.47,89.28,8.70,2.29,3.40,4.47,9.14,101.38
2383,16,-0.0625,115.87,147.48,89.29,8.70,2.29,3.41,4.47,9.14,101.37
2384,16,-0.3125,115.76,147.54,89.33,8.71,2.29,3.40,4.46,9.15,101.42
2385,16,+0.1875,115.83,147.51,89.36,8.71,2.29,3.40,4.47,9.16,101.45
2386,16,-0.0625,115.80,147.49,89.37,8.72,2.29,3.39,4.47,9.15,101.44
2387,16,-0.1250,115.85,147.52,89.39,8.72,2.30,3.40,4.47,9.16,101.46
2388,16,+0.2500,115.76,147.57,89.43,8.73,2.30,3.40,4.48,9.17,101.42
2389,16,+0.1250,115.71,147.54,89.45,8.73,2.30,3.40,4.49,9.16,101.40
2390,16,-0.0625,115.69,147.53,89.46,8.73,2.30,3.40,4.49,9.17,101.41
2391,16,+0.1250,115.64,147.51,89.48,8.73,2.31,3.41,4.49,9.17,101.39
2392,16,-0.1875,115.57,147.47,89.45,8.73,2.30,3.40,4.50,9.16,101.36
2393,16,+0.0000,115.57,147.47,89.45,8.73,2.30,3.40,4.50,9.16,101.36
2394,16,+0.0000,115.57,147.47,89.45,8.73,2.30,3.40,4.50,9.16,101.36
2395,16,+0.0000,115.57,147.47,89.45,8.73,2.30,3.40,4.50,9.16,101.36
2396,16,+0.1250,115.53,147.44,89.47,8.72,2.30,3.40,4.51,9.16,101.34
2397,16,-0.1875,115.59,147.41,89.50,8.71,2.30,3.41,4.51,9.15,101.37
2398,16,-0.1875,115.53,147.44,89.53,8.71,2.30,3.41,4.52,9.14,101.34
2399,16,+0.0625,115.55,147.46,89.52,8.71,2.30,3.41,4.52,9.15,101.35
